unit,landuse,geo\time	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 
KM2,L0008,TR31	12012.0 	12012.0 	12012.0 	12012.0 	12012.0 	12012.0 	12012.0 	12012.0 	12012.0 	12012.0 	12012.0 	12012.0 
KM2,L0008,TR32	32394.4 	32394.4 	32394.4 	32394.4 	32394.4 	32394.4 	32394.4 	32394.4 	32394.4 	32394.4 	32394.0 	32394.0 
KM2,L0008,TR33	44728.2 	44728.2 	44728.2 	44728.2 	44728.2 	44728.2 	44728.2 	44728.2 	44728.2 	44728.2 	44728.0 	44728.0 
KM2,L0008,TR41	28565.5 	28565.5 	28565.5 	28565.5 	28565.5 	28565.5 	28565.5 	28565.5 	28565.5 	28565.5 	28566.0 	28566.0 
KM2,L0008,TR42	20184.4 	20184.4 	20184.4 	20184.4 	20184.4 	20184.4 	20184.4 	20184.4 	20184.4 	20184.4 	20184.0 	20184.0 
KM2,L0008,TR51	24520.5 	24520.5 	24520.5 	24520.5 	24520.5 	24520.5 	24520.5 	24520.5 	24520.5 	24520.5 	24521.0 	24521.0 
KM2,L0008,TR52	47717.4 	47717.4 	47717.4 	47717.4 	47717.4 	47717.4 	47717.4 	47717.4 	47717.4 	47717.4 	47717.0 	47717.0 
KM2,L0008,TR61	35839.5 	35839.5 	35839.5 	35839.5 	35839.5 	35839.5 	35839.5 	35839.5 	35839.5 	35839.5 	35839.0 	35839.0 
KM2,L0008,TR62	29399.5 	29399.5 	29399.5 	29399.5 	29399.5 	29399.5 	29399.5 	29399.5 	29399.5 	29399.5 	29399.0 	29399.0 
KM2,L0008,TR63	23297.5 	23297.5 	23297.5 	23297.5 	23297.5 	23297.5 	23297.5 	23297.5 	23297.5 	23297.5 	23298.0 	23298.0 
KM2,L0008,TR71	31187.1 	31187.1 	31187.1 	31187.1 	31187.1 	31187.1 	31187.1 	31187.1 	31187.1 	31187.1 	31187.0 	31187.0 
KM2,L0008,TR72	59664.2 	59664.2 	59664.2 	59664.2 	59664.2 	59664.2 	59664.2 	59664.2 	59664.2 	59664.2 	59664.0 	59664.0 
KM2,L0008,TR81	9493.0 	9493.0 	9493.0 	9493.0 	9493.0 	9493.0 	9493.0 	9493.0 	9493.0 	9493.0 	9493.0 	9493.0 
KM2,L0008,TR82	26434.8 	26434.8 	26434.8 	26434.8 	26434.8 	26434.8 	26434.8 	26434.8 	26434.8 	26434.8 	26435.0 	26435.0 
KM2,L0008,TR83	37523.6 	37523.6 	37523.6 	37523.6 	37523.6 	37523.6 	37523.6 	37523.6 	37523.6 	37523.6 	37524.0 	37524.0 
KM2,L0008,TR90	35174.0 	35174.0 	35174.0 	35174.0 	35174.0 	35174.0 	35174.0 	35174.0 	35174.0 	35174.0 	35174.0 	35174.0 
KM2,L0008,TRA1	40681.1 	40681.1 	40681.1 	40681.1 	40681.1 	40681.1 	40681.1 	40681.1 	40681.1 	40681.1 	40681.0 	40681.0 
KM2,L0008,TRA2	30026.3 	30026.3 	30026.3 	30026.3 	30026.3 	30026.3 	30026.3 	30026.3 	30026.3 	30026.3 	30026.0 	30026.0 
KM2,L0008,TRB1	35916.6 	35916.6 	35916.6 	35916.6 	35916.6 	35916.6 	35916.6 	35916.6 	35916.6 	35916.6 	35917.0 	35917.0 
KM2,L0008,TRB2	41557.9 	41557.9 	41557.9 	41557.9 	41557.9 	41557.9 	41557.9 	41557.9 	41557.9 	41557.9 	41558.0 	41558.0 
KM2,L0008,TRC1	15280.3 	15280.3 	15280.3 	15280.3 	15280.3 	15280.3 	15280.3 	15280.3 	15280.3 	15280.3 	15280.0 	15280.0 
KM2,L0008,TRC2	33822.5 	33822.5 	33822.5 	33822.5 	33822.5 	33822.5 	33822.5 	33822.5 	33822.5 	33822.5 	33822.0 	33822.0 
KM2,L0008,TRC3	26090.1 	26090.1 	26090.1 	26090.1 	26090.1 	26090.1 	26090.1 	26090.1 	26090.1 	26090.1 	26090.0 	26090.0 
KM2,L0008,UKC1	3020.1 	3020.1 	3020.1 	3020.1 	3020.1 	3020.1 	3020.1 	3020.1 	3020.1 	3020.1 	3020.1 	3021.0 
KM2,L0008,UKC2	5553.1 	5553.1 	5553.1 	5553.1 	5553.1 	5553.1 	5553.1 	5553.1 	5553.1 	5553.1 	5553.1 	5554.0 
KM2,L0008,UKD1	6766.6 	6766.6 	6766.6 	6766.6 	6766.6 	6766.6 	6766.6 	6766.6 	6766.6 	6766.6 	6766.6 	6767.0 
KM2,L0008,UKD3	1276.0 	1276.0 	1276.0 	1276.0 	1276.0 	1276.0 	1276.0 	1276.0 	1276.0 	1276.0 	1276.0 	1276.0 
KM2,L0008,UKD4	3075.1 	3075.1 	3075.1 	3075.1 	3075.1 	3075.1 	3075.1 	3075.1 	3075.1 	3075.1 	3075.1 	3075.0 
KM2,L0008,UKD6	2263.7 	2263.7 	2263.7 	2263.7 	2263.7 	2263.7 	2263.7 	2263.7 	2263.7 	2263.7 	2263.7 	2264.0 
KM2,L0008,UKD7	724.0 	724.0 	724.0 	724.0 	724.0 	724.0 	724.0 	724.0 	724.0 	724.0 	724.0 	724.0 
KM2,L0008,UKE1	3517.3 	3517.3 	3517.3 	3517.3 	3517.3 	3517.3 	3517.3 	3517.3 	3517.3 	3517.3 	3517.3 	3515.0 
KM2,L0008,UKE2	8309.6 	8309.6 	8309.6 	8309.6 	8309.6 	8309.6 	8309.6 	8309.6 	8309.6 	8309.6 	8309.6 	8310.0 
KM2,L0008,UKE3	1551.6 	1551.6 	1551.6 	1551.6 	1551.6 	1551.6 	1551.6 	1551.6 	1551.6 	1551.6 	1551.6 	1552.0 
KM2,L0008,UKE4	2029.2 	2029.2 	2029.2 	2029.2 	2029.2 	2029.2 	2029.2 	2029.2 	2029.2 	2029.2 	2029.2 	2029.0 
KM2,L0008,UKF1	4784.1 	4784.1 	4784.1 	4784.1 	4784.1 	4784.1 	4784.1 	4784.1 	4784.1 	4784.1 	4784.1 	4784.0 
KM2,L0008,UKF2	4901.7 	4901.7 	4901.7 	4901.7 	4901.7 	4901.7 	4901.7 	4901.7 	4901.7 	4901.7 	4901.7 	4902.0 
KM2,L0008,UKF3	5920.6 	5920.6 	5920.6 	5920.6 	5920.6 	5920.6 	5920.6 	5920.6 	5920.6 	5920.6 	5920.6 	5937.0 
KM2,L0008,UKG1	5895.3 	5895.3 	5895.3 	5895.3 	5895.3 	5895.3 	5895.3 	5895.3 	5895.3 	5895.3 	5895.3 	5895.0 
KM2,L0008,UKG2	6201.3 	6201.3 	6201.3 	6201.3 	6201.3 	6201.3 	6201.3 	6201.3 	6201.3 	6201.3 	6201.3 	6201.0 
KM2,L0008,UKG3	901.6 	901.6 	901.6 	901.6 	901.6 	901.6 	901.6 	901.6 	901.6 	901.6 	901.6 	902.0 
KM2,L0008,UKH1	12560.6 	12560.6 	12560.6 	12560.6 	12560.6 	12560.6 	12560.6 	12560.6 	12560.6 	12560.6 	12560.6 	12570.0 
KM2,L0008,UKH2	2878.5 	2878.5 	2878.5 	2878.5 	2878.5 	2878.5 	2878.5 	2878.5 	2878.5 	2878.5 	2878.5 	2878.0 
KM2,L0008,UKH3	3669.6 	3669.6 	3669.6 	3669.6 	3669.6 	3669.6 	3669.6 	3669.6 	3669.6 	3669.6 	3669.6 	3670.0 
KM2,L0008,UKI3	109.0 	109.0 	109.0 	109.0 	109.0 	109.0 	109.0 	109.0 	109.0 	109.0 	109.0 	109.0 
KM2,L0008,UKI4	210.0 	210.0 	210.0 	210.0 	210.0 	210.0 	210.0 	210.0 	210.0 	210.0 	210.0 	210.0 
KM2,L0008,UKI5	432.0 	432.0 	432.0 	432.0 	432.0 	432.0 	432.0 	432.0 	432.0 	432.0 	432.0 	432.0 
KM2,L0008,UKI6	355.0 	355.0 	355.0 	355.0 	355.0 	355.0 	355.0 	355.0 	355.0 	355.0 	355.0 	355.0 
KM2,L0008,UKI7	465.0 	465.0 	465.0 	465.0 	465.0 	465.0 	465.0 	465.0 	465.0 	465.0 	465.0 	465.0 
KM2,L0008,UKJ1	5740.5 	5740.5 	5740.5 	5740.5 	5740.5 	5740.5 	5740.5 	5740.5 	5740.5 	5740.5 	5740.5 	5740.0 
KM2,L0008,UKJ2	5444.2 	5444.2 	5444.2 	5444.2 	5444.2 	5444.2 	5444.2 	5444.2 	5444.2 	5444.2 	5444.2 	5444.0 
KM2,L0008,UKJ3	4149.4 	4149.4 	4149.4 	4149.4 	4149.4 	4149.4 	4149.4 	4149.4 	4149.4 	4149.4 	4149.4 	4149.0 
KM2,L0008,UKJ4	3735.8 	3735.8 	3735.8 	3735.8 	3735.8 	3735.8 	3735.8 	3735.8 	3735.8 	3735.8 	3735.8 	3738.0 
KM2,L0008,UKK1	7464.8 	7464.8 	7464.8 	7464.8 	7464.8 	7464.8 	7464.8 	7464.8 	7464.8 	7464.8 	7464.8 	7465.0 
KM2,L0008,UKK2	6103.2 	6103.2 	6103.2 	6103.2 	6103.2 	6103.2 	6103.2 	6103.2 	6103.2 	6103.2 	6103.2 	6103.0 
KM2,L0008,UKK3	3562.6 	3562.6 	3562.6 	3562.6 	3562.6 	3562.6 	3562.6 	3562.6 	3562.6 	3562.6 	3562.6 	3563.0 
KM2,L0008,UKK4	6707.0 	6707.0 	6707.0 	6707.0 	6707.0 	6707.0 	6707.0 	6707.0 	6707.0 	6707.0 	6707.0 	6707.0 
KM2,L0008,UKL1	13102.5 	13102.5 	13102.5 	13102.5 	13102.5 	13102.5 	13102.5 	13102.5 	13102.5 	13102.5 	13102.5 	13103.0 
KM2,L0008,UKL2	7632.7 	7632.7 	7632.7 	7632.7 	7632.7 	7632.7 	7632.7 	7632.7 	7632.7 	7632.7 	7632.7 	7634.0 
KM2,L0008,UKM2	17950.8 	17950.8 	17950.8 	17950.8 	17950.8 	17950.8 	17950.8 	17950.8 	17950.8 	17950.8 	17950.8 	17951.0 
KM2,L0008,UKM3	13059.5 	13059.5 	13059.5 	13059.5 	13059.5 	13059.5 	13059.5 	13059.5 	13059.5 	13059.5 	13059.5 	13046.0 
KM2,L0008,UKM5	6498.3 	6498.3 	6498.3 	6498.3 	6498.3 	6498.3 	6498.3 	6498.3 	6498.3 	6498.3 	6498.3 	6498.0 
KM2,L0008,UKM6	40424.3 	40424.3 	40424.3 	40424.3 	40424.3 	40424.3 	40424.3 	40424.3 	40424.3 	40424.3 	40424.3 	40412.0 
KM2,L0008,UKN0	13562.2 	13562.2 	13562.2 	13562.2 	13562.2 	13562.2 	13562.2 	13562.2 	13562.2 	13562.2 	13562.2 	13562.0 
KM2,TOTAL,AL01	: 	: 	: 	: 	: 	: 	: 	: 	10821.0 	10821.0 	10821.0 	10821.0 
KM2,TOTAL,AL02	: 	: 	: 	: 	: 	: 	: 	: 	4967.0 	4967.0 	4967.0 	4967.0 
KM2,TOTAL,AL03	: 	: 	: 	: 	: 	: 	: 	: 	13001.0 	13001.0 	13001.0 	13001.0 
KM2,TOTAL,AT11	3965.5 	3965.5 	3965.5 	3965.5 	3961.8 	3961.8 	3961.8 	3961.8 	3962.0 	3962.0 	3962.0 	3962.0 
KM2,TOTAL,AT12	19177.8 	19177.7 	19177.7 	19177.7 	19186.3 	19186.3 	19186.3 	19186.3 	19186.0 	19186.0 	19186.0 	19186.0 
KM2,TOTAL,AT13	414.7 	414.6 	414.6 	414.6 	414.6 	414.6 	414.6 	414.6 	415.0 	415.0 	415.0 	415.0 
KM2,TOTAL,AT21	9536.0 	9535.9 	9535.9 	9535.9 	9538.0 	9538.0 	9538.0 	9538.0 	9538.0 	9538.0 	9538.0 	9538.0 
KM2,TOTAL,AT22	16391.9 	16392.4 	16392.4 	16392.4 	16401.0 	16401.0 	16401.0 	16401.0 	16401.0 	16401.0 	16401.0 	16401.0 
KM2,TOTAL,AT31	11981.7 	11982.3 	11982.3 	11982.3 	11979.9 	11979.9 	11979.9 	11979.9 	11980.0 	11980.0 	11980.0 	11980.0 
KM2,TOTAL,AT32	7154.2 	7154.2 	7154.2 	7154.2 	7156.0 	7156.0 	7156.0 	7156.0 	7156.0 	7156.0 	7156.0 	7156.0 
KM2,TOTAL,AT33	12647.7 	12647.7 	12647.7 	12647.7 	12640.2 	12640.2 	12640.2 	12640.2 	12640.0 	12640.0 	12640.0 	12640.0 
KM2,TOTAL,AT34	2601.5 	2601.5 	2601.5 	2601.5 	2601.1 	2601.1 	2601.1 	2601.1 	2601.0 	2601.0 	2601.0 	2601.0 
KM2,TOTAL,BE10	161.0 	161.0 	161.0 	161.0 	161 	161 	161 	161 	161 	161 	161.0 	161.0 
KM2,TOTAL,BE21	2867.0 	2867.0 	2867.0 	2867.0 	2867.0 	2867.0 	2867.0 	2867.0 	2867.0 	2867.0 	2867.0 	2867.0 
KM2,TOTAL,BE22	2422.0 	2422.0 	2422.0 	2422.0 	2422.0 	2422.0 	2422.0 	2422.0 	2422.0 	2422.0 	2422.0 	2422.0 
KM2,TOTAL,BE23	2982.0 	2982.0 	2982.0 	2982.0 	2982.0 	2982.0 	2982.0 	2982.0 	2982.0 	2982.0 	2982.0 	2982.0 
KM2,TOTAL,BE24	2106.0 	2106.0 	2106.0 	2106.0 	2106.0 	2106.0 	2106.0 	2106.0 	2106.0 	2106.0 	2106.0 	2106.0 
KM2,TOTAL,BE25	3144.0 	3144.0 	3144.0 	3144.0 	3144.0 	3144.0 	3144.0 	3144.0 	3144.0 	3144.0 	3144.0 	3144.0 
KM2,TOTAL,BE31	1091.0 	1091.0 	1090.0 	1090.0 	1090.0 	1090.0 	1091.0 	1091.0 	1091.0 	1091.0 	1091.0 	1091.0 
KM2,TOTAL,BE32	3786.0 	3786.0 	3786.0 	3786.0 	3786.0 	3786.0 	3786.0 	3786.0 	3786.0 	3786.0 	3786.0 	3786.0 
KM2,TOTAL,BE33	3862.0 	3862.0 	3862.0 	3862.0 	3862.0 	3862.0 	3862.0 	3862.0 	3862.0 	3862.0 	3862.0 	3862.0 
KM2,TOTAL,BE34	4440.0 	4440.0 	4440.0 	4440.0 	4440.0 	4440.0 	4440.0 	4440.0 	4440.0 	4440.0 	4440.0 	4440.0 
KM2,TOTAL,BE35	3666.0 	3666.0 	3666.0 	3666.0 	3666.0 	3666.0 	3666.0 	3666.0 	3666.0 	3666.0 	3666.0 	3666.0 
KM2,TOTAL,BG31	19070.3 	19070.3 	19070.3 	19070.3 	19070.3 	19070.3 	19070.3 	19074.8 b	19074.8 	19074.8 	19070.0 	19047.0 
KM2,TOTAL,BG32	14974.0 	14974.0 	14974.0 	14974.0 	14974.0 	14974.0 	14974.0 	14805.4 b	14805.4 	14805.4 	14974.0 	14667.0 
KM2,TOTAL,BG33	14487.4 	14487.4 	14487.4 	14487.4 	14487.4 	14487.4 	14487.4 	14644.6 b	14644.6 	14644.6 	14487.0 	14645.0 
KM2,TOTAL,BG34	19798.7 	19798.7 	19798.7 	19798.7 	19798.7 	19798.7 	19798.7 	19796.9 b	19796.9 	19796.9 	19799.0 	19664.0 
KM2,TOTAL,BG41	20306.4 	20306.4 	20306.4 	20306.4 	20306.4 	20306.4 	20306.4 	20254.7 b	20254.7 	20254.7 	20307.0 	20040.0 
KM2,TOTAL,BG42	22365.1 	22365.1 	22365.1 	22365.1 	22365.1 	22365.1 	22365.1 	22323.3 b	22323.3 	22323.3 	22365.0 	22307.0 
KM2,TOTAL,CH01	8718.6 	8719.0 	8718.8 	8718.8 	8718.8 	8718.8 	8718.8 	8718.8 	8718.8 	8718.8 	8718.7 	8719.0 
KM2,TOTAL,CH02	10062.2 	10062.0 	10062.1 	10062.1 	10062.1 	10062.1 	10062.1 	10062.1 	10062.1 	10062.1 	10062.2 	10062.0 
KM2,TOTAL,CH03	1958.2 	1958.0 	1958.2 	1958.3 	1958.3 	1958.3 	1958.3 	1958.3 	1958.3 	1958.3 	1958.4 	1959.0 
KM2,TOTAL,CH04	1728.9 	1729.0 	1728.9 	1729.0 	1729.0 	1729.0 	1729.0 	1729.0 	1729.0 	1729.0 	1728.9 	1729.0 
KM2,TOTAL,CH05	11521.1 	11521.0 	11521.1 	11521.1 	11521.1 	11521.1 	11521.1 	11521.1 	11521.1 	11521.1 	11521.2 	11527.0 
KM2,TOTAL,CH06	4483.2 	4483.0 	4483.2 	4483.1 	4483.1 	4483.1 	4483.1 	4483.1 	4483.1 	4483.1 	4483.1 	4483.0 
KM2,TOTAL,CH07	2812.2 	2812.0 	2812.2 	2812.2 	2812.2 	2812.2 	2812.2 	2812.2 	2812.2 	2812.2 	2812.1 	2812.0 
KM2,TOTAL,CY00	9250.0 	9250.0 	9250.0 	9250.0 	9250.0 	9250.0 	9251.0 	9251.0 	9251.0 	9251.0 	9251.0 	9251.0 
KM2,TOTAL,CZ01	496.0 	496.0 	496.0 	496.1 	496.0 	496.0 	496.1 	496.1 	496.1 	496.2 	496.0 	496.0 
KM2,TOTAL,CZ02	11015.0 	11015.0 	11015.0 	11014.8 	11014.8 	11015.0 	11014.9 	11015.3 	11015.3 	11015.5 	11015.0 	11016.0 
KM2,TOTAL,CZ03	17618.0 	17618.0 	17618.0 	17618.0 	17618.0 	17617.5 	17617.7 	17617.8 	17617.4 	17617.3 	17618.0 	17618.0 
KM2,TOTAL,CZ04	8650.0 	8649.0 	8649.0 	8649.0 	8649.0 	8649.0 	8649.0 	8648.9 	8649.0 	8648.8 	8649.0 	8649.0 
KM2,TOTAL,CZ05	12440.0 	12440.0 	12440.0 	12440.1 	12440.1 	12440.2 	12440.1 	12440.4 	12441.0 	12441.1 	12441.0 	12441.0 
KM2,TOTAL,CZ06	13991.0 	13992.0 	13992.0 	13991.3 	13991.3 	13990.9 	13990.1 	13990.2 	13990.4 	13990.6 	13991.0 	13991.0 
KM2,TOTAL,CZ07	9123.0 	9231.0 	9230.0 	9230.4 	9230.4 	9230.2 	9230.1 	9229.8 	9229.8 	9229.7 	9230.0 	9230.0 
KM2,TOTAL,CZ08	5535.0 	5427.0 	5427.0 	5427.0 	5427.0 	5426.4 	5426.8 	5426.8 	5427.1 	5427.1 	5427.0 	5427.0 
KM2,TOTAL,DE11	10557.7 	10557.6 	10557.6 	10557.6 	10557.6 	10557.6 	10557.7 	10557.7 	10557.7 	10557.6 	10557.0 	10557.0 
KM2,TOTAL,DE12	6919.1 	6919.1 	6919.1 	6919.0 	6919.0 	6919.0 	6919.1 	6919.1 	6919.0 	6919.0 	6919.0 	6919.0 
KM2,TOTAL,DE13	9357.0 	9357.1 	9357.1 	9357.1 	9357.1 	9357.1 	9357.0 	9357.0 	9357.0 	9357.0 	9357.0 	9357.0 
KM2,TOTAL,DE14	8917.9 	8917.8 	8917.8 	8917.8 	8917.8 	8917.8 	8917.7 	8917.7 	8917.7 	8917.7 	8918.0 	8918.0 
KM2,TOTAL,DE21	17529.6 	17530.5 	17530.5 	17530.5 	17530.5 	17530.5 	17529.8 	17529.8 	17529.8 	17529.8 	17531.0 	17531.0 
KM2,TOTAL,DE22	10329.9 	10329.9 	10329.9 	10329.9 	10329.9 	10329.9 	10329.0 	10329.0 	10328.9 	10329.1 	10329.0 	10329.0 
KM2,TOTAL,DE23	9691.0 	9690.6 	9690.6 	9690.6 	9690.6 	9690.6 	9690.1 	9690.2 	9690.2 	9690.2 	9690.0 	9690.0 
KM2,TOTAL,DE24	7230.7 	7231.5 	7231.5 	7231.5 	7231.5 	7231.5 	7231.5 	7231.5 	7231.5 	7231.5 	7231.0 	7231.0 
KM2,TOTAL,DE25	7244.9 	7244.6 	7244.6 	7244.6 	7244.6 	7244.6 	7244.9 	7244.9 	7244.9 	7244.9 	7245.0 	7245.0 
KM2,TOTAL,DE26	8531.1 	8531.6 	8531.6 	8531.6 	8531.6 	8531.6 	8531.4 	8531.4 	8531.4 	8531.4 	8531.0 	8531.0 
KM2,TOTAL,DE27	9992.0 	9992.9 	9992.9 	9992.9 	9992.9 	9992.9 	9993.4 	9993.4 	9993.5 	9993.4 	9993.0 	9993.0 
KM2,TOTAL,DE30	891.8 	891.9 	891.9 	891.0 	891.0 	891.0 	891.5 	887.7 	891.8 	891.7 	892.0 	892.0 
KM2,TOTAL,DE40	29477.2 	29478.6 	29478.6 	29479.7 	29479.7 	29479.7 	29482.0 	29483.1 	29484.0 	29485.6 	29654.0 	29654.0 
KM2,TOTAL,DE50	404.2 	404.3 	404.3 	404.3 	404.3 	404.3 	404.3 	419.2 	419.2 	419.2 	419.0 	419.0 
KM2,TOTAL,DE60	755.2 	755.2 	755.2 	755.2 	755.2 	755.2 	755.2 	755.2 	755.3 	755.3 	755.0 	755.0 
KM2,TOTAL,DE71	7444.8 	7444.8 	7444.8 	7444.8 	7444.8 	7444.8 	7444.9 	7444.9 	7444.9 	7444.9 	7445.0 	7445.0 
KM2,TOTAL,DE72	5381.1 	5381.1 	5381.1 	5381.1 	5381.1 	5381.1 	5381.2 	5381.2 	5381.2 	5381.2 	5381.0 	5381.0 
KM2,TOTAL,DE73	8288.8 	8288.9 	8288.9 	8288.8 	8288.8 	8288.8 	8288.8 	8288.8 	8288.7 	8288.9 	8289.0 	8289.0 
KM2,TOTAL,DE80	23174.2 	23180.1 	23180.1 	23182.4 	23182.4 	23182.4 	23189.0 	23190.8 	23194.2 	23210.6 	23213.0 	23213.0 
KM2,TOTAL,DE91	8098.9 	8099.4 	8099.4 	8099.6 	8099.6 	8099.6 	8099.8 	8099.9 	8100.0 	8100.0 	8100.0 	8100.0 
KM2,TOTAL,DE92	9046.8 	9047.1 	9047.1 	9047.2 	9047.2 	9047.2 	9047.5 	9047.7 	9047.9 	9047.9 	9048.0 	9048.0 
KM2,TOTAL,DE93	15507.1 	15507.8 	15507.8 	15508.0 	15508.0 	15508.0 	15509.1 	15494.4 	15494.7 	15494.8 	15495.0 	15496.0 
KM2,TOTAL,DE94	14965.4 	14969.9 	14969.9 	14986.3 	14986.3 	14986.3 	14978.6 	14970.9 	14971.0 	14971.1 	14971.0 	14971.0 
KM2,TOTAL,DEA1	5290.4 	5290.4 	5290.4 	5290.4 	5290.4 	5290.4 	5290.9 	5291.0 	5291.1 	5292.3 	5292.0 	5292.0 
KM2,TOTAL,DEA2	7364.7 	7364.6 	7364.6 	7364.6 	7364.6 	7364.6 	7364.6 	7364.4 	7364.5 	7364.3 	7364.0 	7364.0 
KM2,TOTAL,DEA3	6907.4 	6907.7 	6907.7 	6908.2 	6908.2 	6908.2 	6909.2 	6911.4 	6911.4 	6917.2 	6917.0 	6917.0 
KM2,TOTAL,DEA4	6518.7 	6519.7 	6519.7 	6520.0 	6520.0 	6520.0 	6520.6 	6520.8 	6523.2 	6525.3 	6525.0 	6525.0 
KM2,TOTAL,DEA5	8002.4 	8002.9 	8002.9 	8002.7 	8002.7 	8002.7 	8002.8 	8004.7 	8007.5 	8010.6 	8012.0 	8012.0 
KM2,TOTAL,DEB1	8072.4 	8072.6 	8072.6 	8072.9 	8072.9 	8072.9 	8072.7 	8073.0 	8073.2 	8073.2 	8073.0 	8073.0 
KM2,TOTAL,DEB2	4923.0 	4922.9 	4922.9 	4922.9 	4922.9 	4922.9 	4923.3 	4923.6 	4923.5 	4923.4 	4924.0 	4924.0 
KM2,TOTAL,DEB3	6852.0 	6851.7 	6851.7 	6851.4 	6851.4 	6851.4 	6851.3 	6651.4 	6851.3 	6851.3 	6851.0 	6851.0 
KM2,TOTAL,DEC0	2568.7 	2568.7 	2568.7 	2568.7 	2568.7 	2568.7 	2568.7 	2568.8 	2568.7 	2568.7 	2569.0 	2569.0 
KM2,TOTAL,DED2	7930.7 	7930.8 	7930.8 	7931.0 	7931.0 	7931.0 	7931.3 	7931.3 	7931.3 	7931.4 	7931.0 	7931.0 
KM2,TOTAL,DED4	: 	: 	: 	: 	: 	: 	: 	6523.8 	6523.8 	6523.9 	6524.0 	6524.0 
KM2,TOTAL,DED5	: 	: 	: 	: 	: 	: 	: 	3964.7 	3964.7 	3964.8 	3965.0 	3965.0 
KM2,TOTAL,DEE0	20445.3 	20446.3 	20446.3 	20447.1 	20447.1 	20447.1 	20448.9 	20449.5 	20450.3 	20450.6 	20452.0 	20452.0 
KM2,TOTAL,DEF0	15763.2 	15799.4 	15799.4 	15799.0 	15799.0 	15799.0 	15799.1 	15799.3 	15799.6 	15799.6 	15800.0 	15802.0 
KM2,TOTAL,DEG0	16172.1 	16172.1 	16172.1 	16172.1 	16172.1 	16172.1 	16172.4 	16172.5 	16172.5 	16172.5 	16173.0 	16202.0 
KM2,TOTAL,DK01	: 	2561.3 	2561.3 	2561.3 	2561.3 	2561.3 	2561.3 	2546.2 	2546.3 	2553.2 	2558.0 	2559.0 
KM2,TOTAL,DK02	: 	7273.2 	7273.2 	7273.2 	7273.2 	7273.2 	7273.2 	7217.7 	7217.8 	7222.6 	7223.0 	7223.0 
KM2,TOTAL,DK03	: 	12206.2 	12206.2 	12206.2 	12206.2 	12206.2 	12206.2 	12321.6 	12256.5 	12256.0 	12256.0 	12256.0 
KM2,TOTAL,DK04	: 	13123.3 	13123.3 	13123.3 	13124.3 	13124.3 	13124.3 	13000.4 	13000.2 	13005.7 	13005.0 	13006.0 
KM2,TOTAL,DK05	: 	7933.3 	7933.3 	7933.3 	7933.3 	7933.3 	7933.3 	7873.2 	7874.0 	7878.6 	7879.0 	7879.0 
KM2,TOTAL,EE00	43698.0 	43698.0 	45227.0 b	45227.0 	45227.0 	45227.0 	45227.0 	45227.0 	45227.0 	45227.0 	45227.0 	45227.0 
KM2,TOTAL,EL30	3808.0 	3808.0 	3808.0 	3808.0 	3808.0 	3808.0 	3808.0 	3814.0 b	3814.0 	3814.0 	3814.0 	3814.0 
KM2,TOTAL,EL41	3836.0 	3836.0 	3836.0 	3836.0 	3836.0 	3836.0 	3836.0 	3854.0 b	3854.0 	3854.0 	3854.0 	3854.0 
KM2,TOTAL,EL42	5286.0 	5286.0 	5286.0 	5286.0 	5286.0 	5286.0 	5286.0 	5305.0 b	5305.0 	5305.0 	5305.0 	5305.0 
KM2,TOTAL,EL43	8336.0 	8336.0 	8336.0 	8336.0 	8336.0 	8336.0 	8336.0 	8340.0 b	8340.0 	8340.0 	8340.0 	8340.0 
KM2,TOTAL,EL51	14158.0 	14158.0 	14158.0 	14158.0 	14158.0 	14158.0 	14158.0 	14179.0 b	14179.0 	14179.0 	14179.0 	14179.0 
KM2,TOTAL,EL52	19147.0 	19147.0 	19147.0 	19147.0 	19147.0 	19147.0 	19147.0 	19166.0 b	19166.0 	19166.0 	19166.0 	19166.0 
KM2,TOTAL,EL53	9451.0 	9451.0 	9451.0 	9451.0 	9451.0 	9451.0 	9451.0 	9471.0 b	9471.0 	9471.0 	9471.0 	9471.0 
KM2,TOTAL,EL54	9203.0 	9203.0 	9203.0 	9203.0 	9203.0 	9203.0 	9203.0 	9164.0 b	9164.0 	9164.0 	9164.0 	9164.0 
KM2,TOTAL,EL61	14036.0 	14036.0 	14036.0 	14036.0 	14036.0 	14036.0 	14036.0 	14051.0 b	14051.0 	14051.0 	14051.0 	14051.0 
KM2,TOTAL,EL62	2306.0 	2306.0 	2306.0 	2306.0 	2306.0 	2306.0 	2306.0 	2306.0 b	2306.0 	2306.0 	2306.0 	2306.0 
KM2,TOTAL,EL63	11351.0 	11351.0 	11351.0 	11351.0 	11351.0 	11351.0 	11351.0 	11327.0 b	11327.0 	11327.0 	11327.0 	11327.0 
KM2,TOTAL,EL64	15549.0 	15549.0 	15549.0 	15549.0 	15549.0 	15549.0 	15549.0 	15561.0 b	15561.0 	15561.0 	15561.0 	15561.0 
KM2,TOTAL,EL65	15490.0 	15490.0 	15490.0 	15490.0 	15490.0 	15490.0 	15490.0 	15511.0 b	15511.0 	15511.0 	15511.0 	15511.0 
