unit,landuse,geo\time	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 
KM2,TOTAL,ES11	29574.0 	29574.0 	29574.0 	29574.4 	29574.4 	29574.4 	29574.4 	29574.4 	29574.4 	29574.4 	29575.0 	29575.0 
KM2,TOTAL,ES12	10604.0 	10604.0 	10604.0 	10603.6 	10603.6 	10603.6 	10603.6 	10603.6 	10603.6 	10603.6 	10602.0 	10603.0 
KM2,TOTAL,ES13	5321.0 	5321.0 	5321.0 	5321.3 	5321.3 	5321.3 	5321.3 	5321.3 	5321.3 	5321.3 	5327.0 	5327.0 
KM2,TOTAL,ES21	7235.0 	7235.0 	7234.0 	7235.2 	7235.2 	7235.2 	7235.2 	7235.2 	7235.2 	7235.2 	7275.0 	7228.0 
KM2,TOTAL,ES22	10391.0 	10391.0 	10391.0 	10390.4 	10390.4 	10390.4 	10390.4 	10390.4 	10390.4 	10390.4 	10390.0 	10390.0 
KM2,TOTAL,ES23	5045.0 	5045.0 	5045.0 	5045.3 	5045.3 	5045.3 	5045.3 	5045.3 	5045.3 	5045.3 	5045.0 	5045.0 
KM2,TOTAL,ES24	47721.0 	47721.0 	47720.0 	47720.3 	47720.3 	47720.3 	47720.3 	47720.3 	47720.3 	47720.3 	47721.0 	47720.0 
KM2,TOTAL,ES30	8028.0 	8028.0 	8028.0 	8027.7 	8027.7 	8027.7 	8027.7 	8027.7 	8027.7 	8027.7 	8028.0 	8028.0 
KM2,TOTAL,ES41	94225.0 	94225.0 	94223.0 	94225.9 	94225.9 	94225.9 	94225.9 	94225.9 	94225.9 	94225.9 	94227.0 	94227.0 
KM2,TOTAL,ES42	79461.0 	79461.0 	79463.0 	79462.0 	79462.0 	79462.0 	79462.0 	79462.0 	79462.0 	79462.0 	79417.0 	79462.0 
KM2,TOTAL,ES43	41634.0 	41634.0 	41634.0 	41634.5 	41634.5 	41634.5 	41634.5 	41634.5 	41634.5 	41634.5 	41634.0 	41611.0 
KM2,TOTAL,ES51	32114.0 	32114.0 	32114.0 	32113.4 	32113.4 	32113.4 	32113.4 	32113.4 	32113.4 	32113.4 	32091.0 	32090.0 
KM2,TOTAL,ES52	23260.0 	23260.0 	23255.0 	23254.5 	23254.5 	23254.5 	23254.5 	23254.5 	23254.5 	23254.5 	23256.0 	23257.0 
KM2,TOTAL,ES53	4992.0 	4992.0 	4992.0 	4991.7 	4991.7 	4991.7 	4991.7 	4991.7 	4991.7 	4991.7 	4992.0 	4992.0 
KM2,TOTAL,ES61	87599.0 	87599.0 	87597.0 	87597.7 	87597.7 	87597.7 	87597.7 	87597.7 	87597.7 	87597.7 	87597.0 	87597.0 
KM2,TOTAL,ES62	11314.0 	11314.0 	11313.0 	11313.2 	11313.2 	11313.2 	11313.2 	11313.2 	11313.2 	11313.2 	11314.0 	11314.0 
KM2,TOTAL,ES63	19.0 	19.0 	19.0 	19.5 	19.5 	19.5 	19.5 	19.5 	19.5 	19.5 	20.0 	20.0 
KM2,TOTAL,ES64	13.0 	13.0 	13.0 	13.4 	13.4 	13.4 	13.4 	13.4 	13.4 	13.4 	13.0 	13.0 
KM2,TOTAL,ES70	7447.0 	7447.0 	7447.0 	7447.0 	7447.0 	7447.0 	7447.0 	7447.0 	7447.0 	7447.0 	7446.0 	7445.0 
KM2,TOTAL,FI19	64647.3 	64648.2 	64762.0 	64762.5 	64763.8 	64764.2 	64764.3 	64760.4 	64761.0 	64762.4 	64763.0 	64763.0 
KM2,TOTAL,FI1B	9590.0 	9590.0 	9595.5 	9594.7 	9594.8 	9594.3 	9568.6 	9567.9 	9567.7 	9568.0 	9568.0 	9568.0 
KM2,TOTAL,FI1C	35642.6 	35642.6 	35720.9 	35703.6 	35704.0 	35704.1 	35742.1 	35739.6 	35738.7 	35739.3 	35376.0 	35378.0 
KM2,TOTAL,FI1D	226712.7 	226711.8 	226773.1 	226773.3 	226774.8 	226780.3 	226785.6 	226782.8 	226784.9 	226785.4 	227148.0 	227150.0 
KM2,TOTAL,FI20	1551.9 	1551.9 	1584.6 	1583.1 	1581.9 	1581.6 	1580.0 	1579.9 	1579.8 	1579.6 	1580.0 	1581.0 
KM2,TOTAL,FR10	12012.3 	12012.3 	12012.3 	12012.3 	12012.3 	12012.3 	12012.3 	12012.3 	12012.3 	12012.3 	12012.3 	12012.3 
KM2,TOTAL,FR21	25605.8 	25605.8 	25605.8 	25605.8 	25605.8 	25605.8 	25605.8 	25605.8 	25605.8 	25605.8 	25605.8 	25605.8 
KM2,TOTAL,FR22	19399.5 	19399.5 	19399.5 	19399.5 	19399.5 	19399.5 	19399.5 	19399.5 	19399.5 	19399.5 	19399.5 	19399.5 
KM2,TOTAL,FR23	12317.4 	12317.4 	12317.4 	12317.4 	12317.4 	12317.4 	12317.4 	12317.4 	12317.4 	12317.4 	12317.4 	12317.4 
KM2,TOTAL,FR24	39150.9 	39150.9 	39150.9 	39150.9 	39150.9 	39150.9 	39150.9 	39150.9 	39150.9 	39150.9 	39150.9 	39150.9 
KM2,TOTAL,FR25	17589.3 	17589.3 	17589.3 	17589.3 	17589.3 	17589.3 	17589.3 	17589.3 	17589.3 	17589.3 	17589.3 	17589.3 
KM2,TOTAL,FR26	31582.0 	31582.0 	31582.0 	31582.0 	31582.0 	31582.0 	31582.0 	31582.0 	31582.0 	31582.0 	31582.0 	31582.0 
KM2,TOTAL,FR30	12414.1 	12414.1 	12414.1 	12414.1 	12414.1 	12414.1 	12414.1 	12414.1 	12414.1 	12414.1 	12414.1 	12414.1 
KM2,TOTAL,FR41	23547.4 	23547.4 	23547.4 	23547.4 	23547.4 	23547.4 	23547.4 	23547.4 	23547.4 	23547.4 	23547.4 	23547.4 
KM2,TOTAL,FR42	8280.2 	8280.2 	8280.2 	8280.2 	8280.2 	8280.2 	8280.2 	8280.2 	8280.2 	8280.2 	8280.2 	8280.2 
KM2,TOTAL,FR43	16202.3 	16202.3 	16202.3 	16202.3 	16202.3 	16202.3 	16202.3 	16202.3 	16202.3 	16202.3 	16202.3 	16202.3 
KM2,TOTAL,FR51	32081.8 	32081.8 	32081.8 	32081.8 	32081.8 	32081.8 	32081.8 	32081.8 	32081.8 	32081.8 	32081.8 	32081.8 
KM2,TOTAL,FR52	27207.9 	27207.9 	27207.9 	27207.9 	27207.9 	27207.9 	27207.9 	27207.9 	27207.9 	27207.9 	27207.9 	27207.9 
KM2,TOTAL,FR53	25809.5 	25809.5 	25809.5 	25809.5 	25809.5 	25809.5 	25809.5 	25809.5 	25809.5 	25809.5 	25809.5 	25809.5 
KM2,TOTAL,FR61	41308.4 	41308.4 	41308.4 	41308.4 	41308.4 	41308.4 	41308.4 	41308.4 	41308.4 	41308.4 	41308.4 	41308.4 
KM2,TOTAL,FR62	45347.9 	45347.9 	45347.9 	45347.9 	45347.9 	45347.9 	45347.9 	45347.9 	45347.9 	45347.9 	45347.9 	45347.9 
KM2,TOTAL,FR63	16942.3 	16942.3 	16942.3 	16942.3 	16942.3 	16942.3 	16942.3 	16942.3 	16942.3 	16942.3 	16942.3 	16942.3 
KM2,TOTAL,FR71	43698.2 	43698.2 	43698.2 	43698.2 	43698.2 	43698.2 	43698.2 	43698.2 	43698.2 	43698.2 	43698.2 	43698.2 
KM2,TOTAL,FR72	26012.9 	26012.9 	26012.9 	26012.9 	26012.9 	26012.9 	26012.9 	26012.9 	26012.9 	26012.9 	26012.9 	26012.9 
KM2,TOTAL,FR81	27375.8 	27375.8 	27375.8 	27375.8 	27375.8 	27375.8 	27375.8 	27375.8 	27375.8 	27375.8 	27375.8 	27375.8 
KM2,TOTAL,FR82	31399.6 	31399.6 	31399.6 	31399.6 	31399.6 	31399.6 	31399.6 	31399.6 	31399.6 	31399.6 	31399.6 	31399.6 
KM2,TOTAL,FR83	8679.8 	8679.8 	8679.8 	8679.8 	8679.8 	8679.8 	8679.8 	8679.8 	8679.8 	8679.8 	8679.8 	8679.8 
KM2,TOTAL,FRA1	: 	: 	: 	: 	: 	: 	: 	: 	: 	1328.6 	1328.6 	1328.6 
KM2,TOTAL,FRA2	1128.0 	1128.0 	1128.0 	1128.0 	1128.0 	1128.0 	1128.0 	1128.0 	1128.0 	1128.0 	1128.0 	1128.0 
KM2,TOTAL,FRA3	83533.9 	83533.9 	83533.9 	83533.9 	83533.9 	83533.9 	83533.9 	83533.9 	83533.9 	83533.9 	83533.9 	83533.9 
KM2,TOTAL,FRA4	2503.7 	2503.7 	2503.7 	2503.7 	2503.7 	2503.7 	2503.7 	2503.7 	2503.7 	2503.7 	2503.7 	2503.7 
KM2,TOTAL,FRA5	: 	: 	: 	: 	: 	: 	: 	: 	: 	374.0 	374.0 	374.0 
KM2,TOTAL,HR03	24705.0 	24705.0 	24705.0 	24705.0 	24705.0 	24705.0 	24705.0 	24705.0 	24705.0 	24705.0 	24705.0 	24705.0 
KM2,TOTAL,HR04	31889.0 	31889.0 	31889.0 	31889.0 	31889.0 	31889.0 	31889.0 	31889.0 	31889.0 	31889.0 	31889.0 	31889.0 
KM2,TOTAL,HU10	6919.0 	6918.0 	6918.4 	6918.3 	6915.8 	6915.9 	6915.9 	6916.3 	6916.1 	6916.2 	6916.0 	6915.0 
KM2,TOTAL,HU21	11117.0 	11117.0 	11116.3 	11116.2 	11116.0 	11115.9 	11115.9 	11115.8 	11115.7 	11086.5 	11086.0 	11085.0 
KM2,TOTAL,HU22	11329.0 	11328.0 	11328.7 	11328.2 	11328.4 	11328.3 	11328.3 	11328.1 	11328.0 	11328.0 	11328.0 	11328.0 
KM2,TOTAL,HU23	14169.0 	14169.0 	14168.5 	14168.7 	14168.7 	14168.7 	14168.7 	14168.6 	14168.6 	14197.8 	14198.0 	14197.0 
KM2,TOTAL,HU31	13430.0 	13430.0 	13430.1 	13431.0 	13432.8 	13432.7 	13432.7 	13432.4 	13430.0 	13430.1 	13429.0 	13428.0 
KM2,TOTAL,HU32	17729.0 	17729.0 	17728.8 	17728.8 	17728.8 	17728.7 	17728.7 	17728.0 	17728.0 	17727.9 	17729.0 	17723.0 
KM2,TOTAL,HU33	18339.0 	18339.0 	18337.7 	18337.8 	18337.2 	18337.3 	18337.3 	18337.2 	18337.3 	18337.3 	18338.0 	18335.0 
KM2,TOTAL,IE01	33252.3 	33252.0 	33252.0 	33252.0 	33252.0 	33252.0 	33252.0 	33252.0 	33252.0 	33252.0 	33252.0 	33252.0 
KM2,TOTAL,IE02	36544.8 	36545.0 	36545.0 	36545.0 	36545.0 	36545.0 	36545.0 	36545.0 	36545.0 	36545.0 	36545.0 	36545.0 
KM2,TOTAL,IS00	103000.0 	103000.0 	103000.0 	103000.0 	103000.0 	103000.0 	103000.0 	103000.0 	103000.0 	103000.0 	103000.0 	103000.0 
KM2,TOTAL,ITC1	25402.0 	25402.0 	25402.0 	25402.5 	25402.5 	25402.5 	25402.5 	25402.5 	25402.5 	25387.0 b	25387.0 	25387.0 
KM2,TOTAL,ITC2	3263.0 	3263.0 	3263.0 	3263.2 	3263.2 	3263.2 	3263.2 	3263.2 	3263.2 	3261.0 b	3261.0 	3261.0 
KM2,TOTAL,ITC3	5422.0 	5422.0 	5422.0 	5421.6 	5421.6 	5421.6 	5421.6 	5421.6 	5421.6 	5416.0 b	5416.0 	5416.0 
KM2,TOTAL,ITC4	23863.0 	23863.0 	23863.0 	23862.8 	23862.8 	23862.8 	23862.8 	23862.8 	23862.8 	23864.0 b	23864.0 	23864.0 
KM2,TOTAL,ITF1	10763.0 	10763.0 	10763.0 	10762.7 	10762.7 	10762.7 	10762.7 	10762.7 	10762.7 	10832.0 b	10833.0 	10833.0 
KM2,TOTAL,ITF2	4438.0 	4438.0 	4438.0 	4437.7 	4437.7 	4437.7 	4437.7 	4437.7 	4437.7 	4461.0 b	4461.0 	4461.0 
KM2,TOTAL,ITF3	13590.0 	13590.0 	13590.0 	13590.2 	13590.2 	13590.2 	13590.2 	13590.2 	13590.2 	13671.0 b	13670.0 	13670.0 
KM2,TOTAL,ITF4	19358.0 	19358.0 	19358.0 	19357.9 	19357.9 	19357.9 	19357.9 	19357.9 	19357.9 	19541.0 b	19541.0 	19541.0 
KM2,TOTAL,ITF5	9995.0 	9995.0 	9995.0 	9994.6 	9994.6 	9994.6 	9994.6 	9994.6 	9994.6 	10073.0 b	10073.0 	10073.0 
KM2,TOTAL,ITF6	15081.0 	15081.0 	15081.0 	15080.6 	15080.6 	15080.6 	15080.6 	15080.6 	15080.6 	15222.0 b	15222.0 	15222.0 
KM2,TOTAL,ITG1	25711.0 	25711.0 	25711.0 	25711.4 	25711.4 	25711.4 	25711.4 	25711.4 	25711.4 	25832.0 b	25833.0 	25833.0 
KM2,TOTAL,ITG2	24090.0 	24090.0 	24090.0 	24089.9 	24089.9 	24089.9 	24089.9 	24089.9 	24089.9 	24100.0 b	24100.0 	24100.0 
KM2,TOTAL,ITH1	7400.0 	7400.0 	7400.0 	7399.9 	7399.9 	7399.9 	7399.9 	7399.9 	7399.9 	7398.0 b	7398.0 	7398.0 
KM2,TOTAL,ITH2	6207.0 	6207.0 	6207.0 	6206.9 	6206.9 	6206.9 	6206.9 	6206.9 	6206.9 	6207.0 b	6207.0 	6207.0 
KM2,TOTAL,ITH3	18399.0 	18399.0 	18399.0 	18398.9 	18398.9 	18398.9 	18398.9 	18398.9 	18398.9 	18407.0 b	18407.0 	18407.0 
KM2,TOTAL,ITH4	7858.0 	7858.0 	7858.0 	7858.4 	7858.4 	7858.4 	7858.4 	7858.4 	7858.4 	7862.0 b	7862.0 	7862.0 
KM2,TOTAL,ITH5	22445.0 	22445.0 	22445.0 	22445.5 	22445.5 	22445.5 	22445.5 	22445.5 	22445.5 	22453.0 b	22453.0 	22453.0 
KM2,TOTAL,ITI1	22994.0 	22994.0 	22994.0 	22993.5 	22993.5 	22993.5 	22993.5 	22993.5 	22993.5 	22987.0 b	22988.0 	22988.0 
KM2,TOTAL,ITI2	8456.0 	8456.0 	8456.0 	8456.0 	8456.0 	8456.0 	8456.0 	8456.0 	8456.0 	8464.0 b	8464.0 	8464.0 
KM2,TOTAL,ITI3	9366.0 	9366.0 	9366.0 	9365.9 	9365.9 	9365.9 	9365.9 	9365.9 	9365.9 	9401.0 b	9401.0 	9401.0 
KM2,TOTAL,ITI4	17236.0 	17236.0 	17236.0 	17236.0 	17236.0 	17236.0 	17236.0 	17236.0 	17236.0 	17232.0 b	17232.0 	17232.0 
KM2,TOTAL,LI00	160.5 	160.5 	160.5 	160.5 	160.5 	160.5 	160.5 	160.5 	160.5 	160.5 	160.0 	160.0 
KM2,TOTAL,LT00	65300.0 	65300.0 	65300.0 	65300.0 	65300.0 	65300.0 	65300.0 	65300.0 	65300.0 	65300.0 	65300.0 	65286.0 
KM2,TOTAL,LU00	2586.0 	2586.0 	2586.0 	2586.0 	2586.0 	2586.0 	2586.0 	2586.0 	2586.0 	2586.0 	2586.0 	2586.0 
KM2,TOTAL,LV00	64589.0 	64589.0 	64589.0 	64589.0 	64559.0 	64559.0 	64559.0 	64562.0 	64562.0 	64573.0 	64573.0 	64573.0 
KM2,TOTAL,ME00	13812.0 	13812.0 	13812.0 	13812.0 	13812.0 	13812.0 	13812.0 	13812.0 	13812.0 	13812.0 	13812.0 	13812.0 
KM2,TOTAL,MK00	25713.0 	25713.0 	25713.0 	25713.0 	25713.0 	25713.0 	25713.0 	25713.0 	25713.0 	25713.0 	25713.0 	25713.0 
KM2,TOTAL,MT00	315.6 	315.6 	315.6 	315.6 	316.0 	316.0 	316.0 	316.0 	316.0 	316.0 	316.0 	315.4 
KM2,TOTAL,NL11	2967.9 	2968.0 	2960.0 	2960.0 	2960.0 	2960.0 	2960.0 	2960.0 	2959.6 	2959.6 	2960.0 	2960.0 
KM2,TOTAL,NL12	5740.9 	5741.0 	5748.7 	5748.7 	5748.7 	5748.7 	5748.7 	5748.7 	5748.8 	5748.8 	5749.0 	5749.0 
KM2,TOTAL,NL13	2680.4 	2680.0 	2680.4 	2680.4 	2680.4 	2680.4 	2680.4 	2680.4 	2680.4 	2680.4 	2680.0 	2680.0 
KM2,TOTAL,NL21	3420.9 	3421.0 	3420.9 	3420.9 	3420.9 	3420.9 	3420.9 	3420.9 	3420.7 	3420.7 	3421.0 	3421.0 
KM2,TOTAL,NL22	5136.5 	5137.0 	5136.5 	5136.5 	5136.5 	5136.5 	5136.5 	5136.5 	5136.2 	5136.2 	5136.0 	5136.0 
KM2,TOTAL,NL23	2412.3 	2412.0 	2412.3 	2412.3 	2412.3 	2412.3 	2412.3 	2412.3 	2412.3 	2412.3 	2412.0 	2412.0 
KM2,TOTAL,NL31	1449.1 	1449.0 	1449.1 	1449.1 	1449.1 	1449.1 	1449.1 	1449.1 	1449.1 	1449.1 	1449.0 	1449.0 
KM2,TOTAL,NL32	4091.8 	4092.0 	4091.8 	4091.8 	4091.8 	4091.8 	4091.8 	4091.8 	4090.9 	4090.9 	4091.0 	4091.0 
KM2,TOTAL,NL33	3403.4 	3419.0 	3418.5 	3403.4 	3418.5 	3418.5 	3418.5 	3418.5 	3418.5 	3418.5 	3418.0 	3418.0 
KM2,TOTAL,NL34	2933.9 	2934.0 	2933.9 	2933.9 	2933.9 	2933.9 	2933.9 	2933.9 	2933.5 	2933.5 	2933.0 	2933.0 
KM2,TOTAL,NL41	5081.8 	5082.0 	5081.8 	5081.8 	5081.8 	5081.8 	5081.8 	5081.8 	5081.8 	5081.8 	5082.0 	5082.0 
KM2,TOTAL,NL42	2209.2 	2209.0 	2209.2 	2209.2 	2209.2 	2209.2 	2209.2 	2209.2 	2208.6 	2208.6 	2209.0 	2209.0 
KM2,TOTAL,NO01	5372.0 	5372.0 	5372.0 	5372.0 	5372.0 	5372.0 	5372.0 	5372.0 	5372.0 	5372.0 	5372.0 	5372.0 
KM2,TOTAL,NO02	52589.0 	52589.0 	52589.0 	52589.0 	52590.0 	52590.0 	52590.0 	52590.0 	52590.0 	52589.9 	52590.0 	52590.0 
KM2,TOTAL,NO03	36615.0 	36614.0 	36615.0 	36615.0 	36616.0 	36616.0 	36616.0 	36616.0 	36616.0 	36613.1 	36613.0 	36613.0 
KM2,TOTAL,NO04	25811.0 	25811.0 	25811.0 	25811.0 	25810.0 	25810.0 	25810.0 	25810.0 	25811.0 	25810.7 	25812.0 	25812.0 
KM2,TOTAL,NO05	49204.0 	49204.0 	49204.0 	49204.0 	49177.0 	49177.0 	49177.0 	49177.0 	49179.0 	49162.9 	49156.0 	49156.0 
KM2,TOTAL,NO06	41260.0 	41260.0 	41260.0 	41260.0 	41271.0 	41271.0 	41271.0 	41271.0 	41271.0 	41254.3 	41254.0 	41254.0 
KM2,TOTAL,NO07	112951.0 	112951.0 	112951.0 	112951.0 	112946.0 	112946.0 	112946.0 	112946.0 	112948.0 	112976.3 	112975.0 	112975.0 
KM2,TOTAL,PL11	18219.0 	18219.0 	18219.0 	18219.0 	18219.0 	18219.0 	18219.0 	18219.0 	18219.0 	18219.0 	18219.0 	18219.0 
KM2,TOTAL,PL12	35566.0 	35559.0 	35559.0 	35559.0 	35559.0 	35558.0 	35558.0 	35558.0 	35558.0 	35558.0 	35558.0 	35558.0 
KM2,TOTAL,PL21	15190.0 	15190.0 	15190.0 	15190.0 	15190.0 	15183.0 	15183.0 	15183.0 	15183.0 	15183.0 	15183.0 	15183.0 
KM2,TOTAL,PL22	12331.0 	12331.0 	12331.0 	12331.0 	12331.0 	12333.0 	12333.0 	12333.0 	12333.0 	12333.0 	12333.0 	12333.0 
KM2,TOTAL,PL31	25114.0 	25121.0 	25121.0 	25121.0 	25121.0 	25122.0 	25122.0 	25122.0 	25122.0 	25122.0 	25122.0 	25122.0 
KM2,TOTAL,PL32	17844.0 	17844.0 	17844.0 	17844.0 	17844.0 	17846.0 	17846.0 	17846.0 	17846.0 	17846.0 	17846.0 	17846.0 
KM2,TOTAL,PL33	11708.0 	11708.0 	11708.0 	11708.0 	11708.0 	11711.0 	11711.0 	11711.0 	11711.0 	11711.0 	11711.0 	11711.0 
KM2,TOTAL,PL34	20187.0 	20187.0 	20187.0 	20187.0 	20187.0 	20187.0 	20187.0 	20187.0 	20187.0 	20187.0 	20187.0 	20187.0 
KM2,TOTAL,PL41	29826.0 	29826.0 	29826.0 	29826.0 	29826.0 	29826.0 	29826.0 	29826.0 	29826.0 	29826.0 	29826.0 	29826.0 
KM2,TOTAL,PL42	22896.0 	22896.0 	22896.0 	22896.0 	22896.0 	22892.0 	22892.0 	22892.0 	22892.0 	22892.0 	22892.0 	22892.0 
KM2,TOTAL,PL43	13989.0 	13989.0 	13989.0 	13989.0 	13989.0 	13988.0 	13988.0 	13988.0 	13988.0 	13988.0 	13988.0 	13988.0 
KM2,TOTAL,PL51	19948.0 	19948.0 	19948.0 	19948.0 	19948.0 	19947.0 	19947.0 	19947.0 	19947.0 	19947.0 	19947.0 	19947.0 
KM2,TOTAL,PL52	9412.0 	9412.0 	9412.0 	9412.0 	9412.0 	9412.0 	9412.0 	9412.0 	9412.0 	9412.0 	9412.0 	9412.0 
KM2,TOTAL,PL61	17970.0 	17970.0 	17970.0 	17970.0 	17970.0 	17972.0 	17972.0 	17972.0 	17972.0 	17972.0 	17972.0 	17972.0 
KM2,TOTAL,PL62	24192.0 	24192.0 	24192.0 	24192.0 	24192.0 	24173.0 	24173.0 	24173.0 	24173.0 	24173.0 	24173.0 	24173.0 
KM2,TOTAL,PL63	18293.0 	18293.0 	18293.0 	18293.0 	18293.0 	18310.0 	18310.0 	18310.0 	18310.0 	18310.0 	18310.0 	18310.0 
KM2,TOTAL,PT11	21282.8 	21287.5 	21285.8 	21286.4 	21283.9 	21283.9 	21285.9 	21285.9 	21285.9 bp	21285.9 	21286.0 	21286.0 
KM2,TOTAL,PT15	4995.8 	4995.6 	4995.9 	4996.0 	4996.0 	4996.0 	4996.8 	4996.8 	4996.8 bp	4996.8 	4997.0 	4997.0 
KM2,TOTAL,PT16	28180.6 	28198.7 	28198.4 	28198.6 	28200.1 	28200.1 	28199.4 	28199.4 	28199.4 bp	28199.3 	28199.0 	28199.0 
KM2,TOTAL,PT17	2901.0 	2934.8 	2934.8 	2934.8 	2940.1 	3001.1 	3001.9 	3001.9 	3002.0 bp	3015.2 	3015.0 	3015.0 
KM2,TOTAL,PT18	31492.0 	31550.9 	31551.8 	31551.4 	31551.2 	31603.2 	31604.9 	31604.9 	31604.9 bp	31604.9 	31605.0 	31605.0 
KM2,TOTAL,PT20	2322.0 	2322.0 	2322.0 	2322.0 	2322.0 	2322.0 	2322.0 	2322.0 	2322.0 	2322.0 	2322.0 	2322.0 
KM2,TOTAL,PT30	828.0 	828.0 	801.0 	801.0 	801.1 	801.1 	801.1 	801.1 	801.1 	801.1 	801.0 	802.0 
KM2,TOTAL,RO11	34159.0 	34159.0 	34159.0 	34159.0 	34159.0 	34160.5 	34160.5 	34160.5 	34160.5 	34159.0 	34160.5 	34160.5 
KM2,TOTAL,RO12	34100.0 	34100.0 	34100.0 	34100.0 	34100.0 	34099.7 	34099.7 	34099.7 	34099.7 	34100.0 	34099.7 	34099.7 
KM2,TOTAL,RO21	36850.0 	36850.0 	36850.0 	36850.0 	36850.0 	36849.8 	36849.8 	36849.8 	36849.8 	36850.0 	36849.8 	36849.8 
KM2,TOTAL,RO22	35762.0 	35762.0 	35762.0 	35762.0 	35762.0 	35761.7 	35761.7 	35761.7 	35761.7 	35762.0 	35761.7 	35761.7 
KM2,TOTAL,RO31	34453.0 	34453.0 	34453.0 	34453.0 	34453.0 	34453.0 	34453.0 	34453.0 	34453.0 	34453.0 	34453.0 	34453.0 
KM2,TOTAL,RO32	1821.0 	1821.0 	1821.0 	1821.0 	1821.0 	1821.2 	1821.2 	1821.2 	1821.2 	1821.0 	1821.2 	1821.2 
KM2,TOTAL,RO41	29212.0 	29212.0 	29212.0 	29212.0 	29212.0 	29211.7 	29211.7 	29211.7 	29211.7 	29212.0 	29211.7 	29211.7 
KM2,TOTAL,RO42	32034.0 	32034.0 	32034.0 	32034.0 	32034.0 	32033.2 	32033.2 	32033.2 	32033.2 	32034.0 	32033.2 	32033.2 
KM2,TOTAL,SE11	6789.2 	6789.0 	6789.2 	6789.2 	6789.2 	6789.2 	6789.2 	6789.2 	6779.2 b	6779.2 	6779.0 	6779.0 
KM2,TOTAL,SE12	41415.2 	41415.2 	41415.2 	41414.0 	41413.9 	41413.9 	41413.9 	41413.9 	41203.4 b	41203.4 	41204.0 	41204.0 
KM2,TOTAL,SE21	35560.4 	35560.0 	35560.4 	35560.3 	35560.3 	35560.3 	35560.3 	35560.3 	35382.0 b	35382.0 	35382.0 	35382.0 
KM2,TOTAL,SE22	14423.9 	14424.0 	14423.9 	14423.9 	14423.9 	14423.9 	14423.9 	14423.9 	14341.4 b	14341.4 	14341.0 	14341.0 
KM2,TOTAL,SE23	31108.3 	31108.0 	31108.3 	31108.3 	31108.3 	31108.3 	31108.3 	31108.3 	30934.0 b	30934.0 	30934.0 	30934.0 
KM2,TOTAL,SE31	69547.7 	69548.0 	69547.7 	69549.0 	69549.0 	69549.0 	69549.0 	69549.0 	69148.5 b	69148.5 	69148.0 	69148.0 
KM2,TOTAL,SE32	77207.0 	77207.0 	77207.0 	77207.0 	77207.0 	77207.0 	77207.0 	77207.0 	76709.9 b	76709.9 	76709.0 	76709.0 
KM2,TOTAL,SE33	165295.6 	165296.0 	165295.6 	165295.6 	165295.6 	165295.6 	165295.6 	165295.6 	164077.5 b	164077.5 	164077.0 	164077.0 
KM2,TOTAL,SI03	12433.0 	12433.0 	12433.0 	12433.0 	12433.1 	12433.1 	12433.1 	12433.1 	12433.1 	12433.1 	12433.1 	12433.1 
KM2,TOTAL,SI04	7840.0 	7840.0 	7840.0 	7840.0 	7839.9 	7839.9 	7839.9 	7839.9 	7839.9 	7839.9 	7839.9 	7839.9 
KM2,TOTAL,SK01	2052.0 	2052.0 	2052.6 	2052.6 	2053.0 	2052.7 	2052.6 	2052.5 	2053.0 	2053.0 	2053.0 	2053.0 
KM2,TOTAL,SK02	14993.0 	14993.0 	14992.4 	14992.5 	14993.0 	14992.7 	14992.6 	14992.4 	14992.0 	14992.0 	14992.0 	14992.0 
KM2,TOTAL,SK03	16256.0 	16256.0 	16261.6 	16263.2 	16263.0 	16263.2 	16263.2 	16263.1 	16263.0 	16263.0 	16263.0 	16263.0 
KM2,TOTAL,SK04	15733.0 	15733.0 	15727.1 	15726.4 	15726.0 	15728.3 	15728.8 	15728.4 	15728.0 	15728.0 	15727.0 	15727.0 
KM2,TOTAL,TR10	5315.3 	5315.3 	5315.3 	5315.3 	5315.3 	5315.3 	5315.3 	5315.3 	5315.3 	5315.3 	5315.0 	5315.0 
KM2,TOTAL,TR21	18740.0 	18740.0 	18740.0 	18740.0 	18740.0 	18740.0 	18740.0 	18740.0 	18740.0 	18740.0 	18740.0 	18740.0 
KM2,TOTAL,TR22	24423.2 	24423.2 	24423.2 	24423.2 	24423.2 	24423.2 	24423.2 	24423.2 	24423.2 	24423.2 	24423.0 	24423.0 
KM2,TOTAL,TR31	12015.6 	12015.6 	12015.6 	12015.6 	12015.6 	12015.6 	12015.6 	12015.6 	12015.6 	12015.6 	12016.0 	12016.0 
KM2,TOTAL,TR32	32657.8 	32657.8 	32657.8 	32657.8 	32657.8 	32657.8 	32657.8 	32657.8 	32657.8 	32657.8 	32658.0 	32658.0 
KM2,TOTAL,TR33	45323.8 	45323.8 	45323.8 	45323.8 	45323.8 	45323.8 	45323.8 	45323.8 	45323.8 	45323.8 	45324.0 	45324.0 
KM2,TOTAL,TR41	29095.2 	29095.2 	29095.2 	29095.2 	29095.2 	29095.2 	29095.2 	29095.2 	29095.2 	29095.2 	29095.0 	29095.0 
